grid,driver_number,GapToPole_ms,FP_Best_LapTime_s,FP_Rank,Driver_Championship_Points,Constructor_Championship_Points,Driver_DNF_Count_Season,Driver_Circuit_History_AvgPos,year_weight,team_Alfa Romeo Ferrari,team_Alfa Romeo Racing Ferrari,team_AlphaTauri Honda,team_AlphaTauri Honda RBPT,team_AlphaTauri RBPT,team_Alpine Renault,team_Aston Martin Aramco Mercedes,team_Aston Martin Mercedes,team_Ferrari,team_Haas Ferrari,team_Kick Sauber Ferrari,team_McLaren Mercedes,team_McLaren Renault,team_Mercedes,team_RB Honda RBPT,team_Racing Bulls Honda RBPT,team_Racing Point BWT Mercedes,team_Red Bull Racing Honda,team_Red Bull Racing Honda RBPT,team_Red Bull Racing RBPT,team_Renault,team_Williams Mercedes,race_name_COM MIAMI,race_name_EMILIA ROMAGNA,race_name_EMILIA-ROMAGNA,race_name_EMIRATES FORMULA 1 70TH ANNIVERSARY,race_name_FORMULA 1 ARAMCO BRITISH,race_name_FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA,race_name_FORMULA 1 ARAMCO GROSSER PREIS DER EIFEL,race_name_FORMULA 1 ARAMCO MAGYAR NAGYDÍJ,race_name_FORMULA 1 ARAMCO UNITED STATES,race_name_FORMULA 1 AWS GRAN PREMIO DE ESPAÑA,race_name_FORMULA 1 AWS GRAND PRIX DU CANADA,race_name_FORMULA 1 AZERBAIJAN,race_name_FORMULA 1 BWT GROSSER PREIS DER STEIERMARK,race_name_FORMULA 1 BWT GROSSER PREIS VON ÖSTERREICH,race_name_FORMULA 1 DHL TURKISH,race_name_FORMULA 1 EMIRATES GRAND PRIX DE FRANCE,race_name_FORMULA 1 ETIHAD AIRWAYS ABU DHABI,race_name_FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO,race_name_FORMULA 1 GRAND PRIX DE MONACO,race_name_FORMULA 1 GULF AIR BAHRAIN,race_name_FORMULA 1 HEINEKEN AUSTRALIAN,race_name_FORMULA 1 HEINEKEN CHINESE,race_name_FORMULA 1 HEINEKEN DUTCH,race_name_FORMULA 1 HEINEKEN GRAN PREMIO DE LA CIUDAD DE MÉXICO,race_name_FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL,race_name_FORMULA 1 HEINEKEN GRANDE PRÊMIO DE SÃO PAULO,race_name_FORMULA 1 HEINEKEN SILVER LAS VEGAS,race_name_FORMULA 1 HONDA JAPANESE,race_name_FORMULA 1 HUNGARIAN,race_name_FORMULA 1 LENOVO BRITISH,race_name_FORMULA 1 LENOVO CHINESE,race_name_FORMULA 1 LENOVO GRAND PRIX DE FRANCE,race_name_FORMULA 1 LENOVO GRANDE PRÊMIO DE SÃO PAULO,race_name_FORMULA 1 LENOVO JAPANESE,race_name_FORMULA 1 LENOVO UNITED STATES,race_name_FORMULA 1 LOUIS VUITTON AUSTRALIAN,race_name_FORMULA 1 MSC CRUISES BELGIAN,race_name_FORMULA 1 MSC CRUISES JAPANESE,race_name_FORMULA 1 PIRELLI BRITISH,race_name_FORMULA 1 PIRELLI GRAN PREMIO DE ESPAÑA,race_name_FORMULA 1 PIRELLI GRAND PRIX DU CANADA,race_name_FORMULA 1 PIRELLI GROSSER PREIS DER STEIERMARK,race_name_FORMULA 1 PIRELLI UNITED STATES,race_name_FORMULA 1 QATAR AIRWAYS AUSTRIAN,race_name_FORMULA 1 QATAR AIRWAYS AZERBAIJAN,race_name_FORMULA 1 QATAR AIRWAYS BRITISH,race_name_FORMULA 1 QATAR AIRWAYS HUNGARIAN,race_name_FORMULA 1 QATAR AIRWAYS QATAR,race_name_FORMULA 1 ROLEX AUSTRALIAN,race_name_FORMULA 1 ROLEX BELGIAN,race_name_FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO,race_name_FORMULA 1 ROLEX GROSSER PREIS VON ÖSTERREICH,race_name_FORMULA 1 ROLEX MAGYAR NAGYDÍJ,race_name_FORMULA 1 ROLEX SAKHIR,race_name_FORMULA 1 ROLEX TURKISH,race_name_FORMULA 1 SINGAPORE AIRLINES SINGAPORE,race_name_FORMULA 1 STC SAUDI ARABIAN,race_name_FORMULA 1 TAG HEUER GRAND PRIX DE MONACO,race_name_FORMULA 1 VTB RUSSIAN,race_name_ITALIA,TARGET_position
1.0,44,0.0,88.314,2.0,637.5,1041.5,18.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0
3.0,33,142.0,88.1,1.0,539.5,807.5,24.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.0
2.0,77,111.0,89.019,6.0,401.0,1041.5,32.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0
9.0,31,1063.0,89.177,9.0,112.0,112.0,34.0,20.0,1.2214027581601699,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4.0
11.0,3,705.0,89.717,14.0,211.0,255.0,34.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.0
6.0,10,614.0,88.715,5.0,167.0,213.0,34.0,20.0,1.2214027581601699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.0
4.0,16,543.0,89.101,7.0,242.0,412.5,35.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.0
15.0,55,726.0,89.149,8.0,243.5,412.5,35.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.0
10.0,99,1105.0,89.59,12.0,5.0,17.0,35.0,20.0,1.2214027581601699,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.0
7.0,4,669.0,89.3,10.0,240.0,255.0,35.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.0
18.0,18,1857.0,90.03,15.0,101.0,68.0,34.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.0
16.0,6,1666.0,90.366,18.0,7.0,23.0,35.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12.0
13.0,14,1409.0,89.418,11.0,62.0,112.0,19.0,20.0,1.2214027581601699,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,13.0
8.0,22,711.0,88.641,4.0,20.0,213.0,19.0,20.0,1.2214027581601699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,14.0
12.0,7,1345.0,89.689,13.0,12.0,17.0,33.0,20.0,1.2214027581601699,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.0
1.0,33,0.0,83.488,2.0,557.5,825.5,25.0,1.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
2.0,44,371.0,83.274,1.0,663.5,1082.5,18.0,3.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
5.0,55,883.0,84.595,11.0,247.5,422.5,36.0,6.0,1.2214027581601699,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
8.0,22,1111.0,84.223,7.0,20.0,221.0,20.0,20.0,1.2214027581601699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
12.0,10,1380.0,84.251,8.0,175.0,221.0,35.0,8.0,1.2214027581601699,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
6.0,77,927.0,84.025,3.0,416.0,1082.5,33.0,2.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
3.0,4,822.0,84.106,6.0,241.0,266.0,36.0,5.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
11.0,14,1351.0,84.495,9.0,62.0,124.0,20.0,20.0,1.2214027581601699,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
9.0,31,1280.0,84.034,4.0,124.0,124.0,35.0,9.0,1.2214027581601699,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
7.0,16,1013.0,84.557,10.0,248.0,422.5,36.0,13.0,1.2214027581601699,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0
15.0,5,2116.0,85.115,16.0,74.0,68.0,36.0,14.0,1.2214027581601699,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0
10.0,3,1300.0,84.733,12.0,221.0,266.0,35.0,7.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0
13.0,18,1952.0,84.821,13.0,101.0,68.0,35.0,10.0,1.2214027581601699,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.0
19.0,47,2797.0,85.34,19.0,0.0,3.0,20.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0
4.0,11,838.0,84.047,5.0,293.0,825.5,32.0,20.0,1.2214027581601699,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.0
1.0,16,0.0,78.978,1.0,249.0,438.5,37.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
3.0,11,372.0,79.265,4.0,293.0,0.0,33.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
6.0,63,1065.0,80.096,12.0,19.0,1108.5,37.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
5.0,44,957.0,79.896,9.0,681.5,1108.5,19.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
4.0,4,835.0,79.117,2.0,247.0,272.0,37.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
7.0,3,1164.0,79.693,7.0,221.0,272.0,36.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
8.0,31,1193.0,79.842,8.0,126.0,130.0,36.0,20.0,1.4918246976412703,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
12.0,77,1383.0,80.008,10.0,424.0,0.0,34.0,20.0,1.4918246976412703,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
11.0,10,1358.0,80.133,13.0,185.0,0.0,36.0,20.0,1.4918246976412703,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
20.0,23,2267.0,80.958,17.0,90.0,23.0,16.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0
14.0,24,2042.0,80.836,16.0,0.0,0.0,0.0,20.0,1.4918246976412703,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.0
19.0,18,0.0,80.611,14.0,101.0,0.0,36.0,20.0,1.4918246976412703,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0
15.0,47,2236.0,80.692,15.0,0.0,3.0,21.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.0
16.0,20,2386.0,81.025,18.0,1.0,3.0,16.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0
13.0,22,1556.0,80.071,11.0,32.0,0.0,21.0,20.0,1.4918246976412703,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.0
18.0,6,3504.0,81.05,19.0,7.0,23.0,37.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.0
10.0,14,947.0,79.275,5.0,66.0,130.0,21.0,20.0,1.4918246976412703,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.0
,1,0.0,80.371,7.0,583.5,18.0,26.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0
,11,503.0,79.538,2.0,311.0,18.0,34.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0
,4,501.0,83.821,18.0,257.0,290.0,38.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
,63,1590.0,79.457,1.0,34.0,1135.5,38.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0
,77,1399.0,94.615,19.0,428.0,4.0,35.0,20.0,1.4918246976412703,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0
,16,3.0,79.74,3.0,275.0,464.5,37.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0
,22,1681.0,80.381,8.0,32.0,2.0,22.0,20.0,1.4918246976412703,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0
,5,1164.0,81.155,15.0,74.0,0.0,38.0,20.0,1.4918246976412703,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0
,20,1109.0,80.74,12.0,1.0,3.0,17.0,20.0,1.4918246976412703,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
